player,player_norm,team,team_norm,role,FVM,ballotaggio,p_start,Pv_hat,AFCON_RISK,START_TIER,Mv_hat,G_perPv_hat,A_perPv_hat,YC_perPv_hat,RC_perPv_hat,OG_perPv_hat,GC_perPv_hat,PKsave_perPv_hat,G_hat,A_hat,YC_hat,RC_hat,OG_hat,GC_hat,PKsave_hat,PK_taken_hat,PK_goals_hat,SP_assists_hat,Mod_share_hat
Zaccagni,zaccagni,Lazio,lazio,C,205,False,0.85,32.3,0,starter,6.28,0.235,0.176,0.294,0.0,0.0,,,10.804,11.59,9.5,0.0,0.0,,,4.165,3.204,5.89,0.0
McTominay,mctominay,Napoli,napoli,C,201,False,0.85,32.3,0,starter,6.56,0.353,0.088,0.088,0.0,0.0,,,11.4,2.85,2.85,0.0,0.0,,,0.0,0.0,0.0,0.0
Gudmundsson A.,gudmundsson a,Fiorentina,fiorentina,C,177,False,0.85,32.3,0,starter,5.932,0.09,0.08,0.171,0.01,0.0,,,3.968,2.597,5.519,0.325,0.0,,,1.36,1.046,0.0,0.0
Calhanoglu,calhanoglu,Inter,inter,C,151,False,0.85,32.3,0,starter,6.34,0.179,0.214,0.179,0.0,0.0,,,9.887,6.921,5.768,0.0,0.0,,,5.355,4.119,0.0,0.0
De Bruyne,de bruyne,Napoli,napoli,C,147,False,0.85,32.3,0,starter,4.819,0.13,0.097,0.092,0.0,0.0,,,4.844,3.143,2.968,0.0,0.0,,,0.85,0.654,0.0,0.0
Paz N.,paz n,Como,como,C,124,False,0.85,32.3,0,starter,6.38,0.182,0.212,0.182,0.0,0.0,,,5.873,6.852,5.873,0.0,0.0,,,0.0,0.0,0.0,0.0
Conceicao,conceicao,Juventus,juventus,C,88,False,0.85,32.3,0,starter,6.12,0.12,0.12,0.12,0.04,0.0,,,3.876,3.876,3.876,1.292,0.0,,,0.0,0.0,0.0,0.0
Odgaard,odgaard,Bologna,bologna,C,78,True,0.65,24.7,0,battle,5.019,0.168,0.071,0.114,0.011,0.0,,,4.161,1.745,2.819,0.268,0.0,,,0.0,0.0,0.0,0.0
Thuram K.,thuram k,Juventus,juventus,C,63,False,0.85,32.3,0,starter,6.3,0.121,0.152,0.152,0.0,0.0,,,3.915,4.894,4.894,0.0,0.0,,,0.0,0.0,0.0,0.0
Bailey,bailey,Roma,roma,C,70,True,0.65,24.7,0,battle,6.088,0.118,0.069,0.201,0.0,0.0,,,2.906,1.695,4.964,0.0,0.0,,,0.0,0.0,0.0,0.0
Ederson D.S.,ederson d s,Atalanta,atalanta,C,58,False,0.85,32.3,0,starter,6.17,0.111,0.056,0.083,0.028,0.0,,,3.589,1.794,2.692,0.897,0.0,,,0.0,0.0,0.0,0.0
Zambo Anguissa,zambo anguissa,Napoli,napoli,C,54,False,0.85,28.3,1,starter,6.41,0.171,0.114,0.143,0.0,0.0,,,4.851,3.234,4.043,0.0,0.0,,,0.0,0.0,0.0,0.0
Politano,politano,Napoli,napoli,C,55,True,0.65,24.7,0,battle,6.11,0.081,0.108,0.081,0.0,0.0,,,2.003,2.67,2.003,0.0,0.0,,,0.0,0.0,0.0,0.0
Vlasic,vlasic,Torino,torino,C,46,True,0.65,24.7,0,battle,6.07,0.167,0.1,0.0,0.0,0.0,,,4.517,2.47,0.0,0.0,0.0,,,0.52,0.4,0.0,0.0
Mandragora,mandragora,Fiorentina,fiorentina,C,25,True,0.65,24.7,0,battle,6.19,0.148,0.148,0.259,0.0,0.0,,,3.659,3.659,6.404,0.0,0.0,,,0.0,0.0,0.0,0.0
Barella,barella,Inter,inter,C,58,False,0.85,32.3,0,starter,6.26,0.091,0.182,0.121,0.0,0.0,,,2.936,8.584,3.915,0.0,0.0,,,0.0,0.0,2.712,0.0
Frattesi,frattesi,Inter,inter,C,47,True,0.65,24.7,0,battle,6.02,0.217,0.043,0.043,0.0,0.0,,,5.37,1.074,1.074,0.0,0.0,,,0.0,0.0,0.0,0.0
Koopmeiners,koopmeiners,Juventus,juventus,C,37,True,0.65,24.7,0,battle,5.98,0.107,0.143,0.107,0.0,0.0,,,2.646,3.529,2.646,0.0,0.0,,,0.0,0.0,0.0,0.0
Isaksen,isaksen,Lazio,lazio,C,45,True,0.65,24.7,0,battle,4.68,0.081,0.092,0.238,0.016,0.0,,,2.003,2.27,5.875,0.401,0.0,,,0.0,0.0,0.0,0.0
Konè M.,kone m,Roma,roma,C,40,False,0.85,32.3,0,starter,6.26,0.061,0.03,0.182,0.0,0.0,,,1.958,0.979,5.873,0.0,0.0,,,0.0,0.0,0.0,0.0
Neres,neres,Napoli,napoli,C,41,,0.35,13.3,0,backup,6.32,0.08,0.2,0.08,0.0,0.0,,,1.064,2.66,1.064,0.0,0.0,,,0.0,0.0,0.0,0.0
Ondrejka,ondrejka,Parma,parma,C,15,,0.35,13.3,0,backup,6.35,0.298,0.022,0.068,0.002,0.0,,,3.957,0.299,0.898,0.033,0.0,,,0.0,0.0,0.0,0.0
Jashari,jashari,Milan,milan,C,39,False,0.85,32.3,0,starter,5.459,0.121,0.107,0.107,0.009,0.0,,,3.906,7.289,3.455,0.3,0.0,,,0.0,0.0,3.834,0.0
De Roon,de roon,Atalanta,atalanta,C,33,False,0.85,32.3,0,starter,6.15,0.111,0.111,0.139,0.0,0.0,,,3.589,3.589,4.486,0.0,0.0,,,0.0,0.0,0.0,0.0
Samardzic,samardzic,Atalanta,atalanta,C,35,True,0.65,24.7,0,battle,6.09,0.071,0.0,0.107,0.0,0.0,,,1.764,0.0,2.646,0.0,0.0,,,0.0,0.0,0.0,0.0
Caqueret,caqueret,Como,como,C,21,True,0.65,24.7,0,battle,6.34,0.124,0.17,0.23,0.002,0.0,,,3.062,4.195,5.675,0.061,0.0,,,0.0,0.0,0.0,0.0
Da Cunha,da cunha,Como,como,C,33,True,0.65,24.7,0,battle,6.1,0.086,0.057,0.114,0.0,0.0,,,2.117,1.411,2.823,0.0,0.0,,,0.0,0.0,0.0,0.0
Vandeputte,vandeputte,Cremonese,cremonese,C,36,True,0.65,24.7,0,battle,5.286,0.086,0.067,0.143,0.007,0.001,,,2.132,1.66,3.524,0.166,0.021,,,0.0,0.0,0.0,0.0
Gronbaek,gronbaek,Genoa,genoa,C,37,False,0.85,32.3,0,starter,5.593,0.068,0.045,0.119,0.0,0.011,,,2.321,1.46,3.832,0.0,0.365,,,0.17,0.131,0.0,0.0
Locatelli,locatelli,Juventus,juventus,C,32,True,0.65,24.7,0,battle,6.19,0.057,0.029,0.257,0.0,0.0,,,1.711,0.706,6.351,0.0,0.0,,,0.39,0.3,0.0,0.0
Saelemaekers,saelemaekers,Milan,milan,C,35,True,0.65,24.7,0,battle,5.459,0.121,0.107,0.107,0.009,0.0,,,2.987,2.642,2.642,0.23,0.0,,,0.0,0.0,0.0,0.0
Modric,modric,Milan,milan,C,40,False,0.85,32.3,0,starter,5.459,0.121,0.107,0.107,0.009,0.0,,,4.429,3.455,3.455,0.3,0.0,,,0.68,0.523,0.0,0.0
Sohm,sohm,Fiorentina,fiorentina,C,34,False,0.85,32.3,0,starter,5.932,0.09,0.08,0.171,0.01,0.0,,,2.922,2.597,5.519,0.325,0.0,,,0.0,0.0,0.0,0.0
Tramoni M.,tramoni m,Pisa,pisa,C,42,False,0.85,32.3,0,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.787,2.171,4.609,0.217,0.027,,,0.0,0.0,0.0,0.0
Casadei,casadei,Torino,torino,C,30,False,0.85,32.3,0,starter,6.03,0.073,0.059,0.088,0.001,0.0,,,2.349,1.89,2.854,0.046,0.0,,,0.0,0.0,0.0,0.0
Freuler,freuler,Bologna,bologna,C,23,False,0.85,32.3,0,starter,6.19,0.027,0.027,0.162,0.0,0.0,,,0.873,0.873,5.238,0.0,0.0,,,0.0,0.0,0.0,0.0
Ferguson,ferguson,Bologna,bologna,C,23,False,0.85,32.3,0,starter,6.11,0.101,0.071,0.034,0.003,0.0,,,3.248,2.3,1.106,0.105,0.0,,,0.0,0.0,0.0,0.0
Fazzini,fazzini,Fiorentina,fiorentina,C,27,,0.35,13.3,0,backup,5.932,0.09,0.08,0.171,0.01,0.0,,,1.203,1.069,2.272,0.134,0.0,,,0.0,0.0,0.0,0.0
Carboni V.,carboni v,Genoa,genoa,C,29,False,0.85,32.3,0,starter,5.593,0.068,0.045,0.119,0.0,0.011,,,2.19,1.46,3.832,0.0,0.365,,,0.0,0.0,0.0,0.0
Guendouzi,guendouzi,Lazio,lazio,C,23,False,0.85,32.3,0,starter,6.04,0.027,0.054,0.216,0.0,0.0,,,0.873,1.746,6.984,0.0,0.0,,,0.0,0.0,0.0,0.0
Dele-Bashiru,dele-bashiru,Lazio,lazio,C,33,True,0.65,20.7,1,battle,6.06,0.162,0.064,0.036,0.002,0.0,,,3.357,1.32,0.738,0.05,0.0,,,0.0,0.0,0.0,0.0
Fofana Y.,fofana y,Milan,milan,C,34,,0.35,13.3,0,backup,6.03,0.029,0.176,0.147,0.0,0.0,,,0.391,2.347,1.956,0.0,0.0,,,0.0,0.0,0.0,0.0
Bernabè,bernabe,Parma,parma,C,36,False,0.85,32.3,0,starter,6.29,0.055,0.052,0.057,0.0,0.0,,,1.768,5.474,1.833,0.008,0.0,,,0.0,0.0,3.787,0.0
Pellegrini Lo.,pellegrini lo,Roma,roma,C,20,,0.35,13.3,0,backup,5.68,0.08,0.04,0.16,0.0,0.0,,,1.064,2.438,2.128,0.0,0.0,,,0.0,0.0,1.906,0.0
Sottil,sottil,Lecce,lecce,C,23,True,0.65,24.7,0,battle,4.882,0.034,0.038,0.13,0.0,0.0,,,0.831,1.808,3.206,0.0,0.0,,,0.0,0.0,0.858,0.0
Fabbian,fabbian,Bologna,bologna,C,17,,0.35,13.3,0,backup,6.09,0.136,0.0,0.091,0.0,0.0,,,1.814,0.0,1.209,0.0,0.0,,,0.0,0.0,0.0,0.0
Vazquez,vazquez,Cremonese,cremonese,C,30,True,0.65,24.7,0,battle,5.286,0.086,0.067,0.143,0.007,0.001,,,2.132,1.66,3.524,0.166,0.021,,,0.0,0.0,0.0,0.0
McKennie,mckennie,Juventus,juventus,C,18,,0.35,13.3,0,backup,5.94,0.065,0.097,0.097,0.0,0.0,,,0.858,1.287,1.287,0.0,0.0,,,0.0,0.0,0.0,0.0
Pierotti,pierotti,Lecce,lecce,C,20,False,0.85,32.3,0,starter,4.882,0.034,0.038,0.13,0.0,0.0,,,1.087,1.242,4.193,0.0,0.0,,,0.0,0.0,0.0,0.0
Ricci S.,ricci s,Milan,milan,C,25,True,0.65,24.7,0,battle,5.459,0.121,0.107,0.107,0.009,0.0,,,2.987,2.642,2.642,0.23,0.0,,,0.0,0.0,0.0,0.0
Anjorin,anjorin,Torino,torino,C,23,False,0.85,32.3,0,starter,5.981,0.091,0.034,0.153,0.006,0.0,,,2.936,1.101,4.955,0.184,0.0,,,0.0,0.0,0.0,0.0
Ekkelenkamp,ekkelenkamp,Udinese,udinese,C,22,True,0.65,24.7,0,battle,5.97,0.091,0.061,0.061,0.0,0.0,,,2.645,1.497,1.497,0.0,0.0,,,0.52,0.4,0.0,0.0
Pasalic,pasalic,Atalanta,atalanta,C,28,True,0.65,24.7,0,battle,5.91,0.091,0.061,0.03,0.0,0.0,,,2.245,1.497,0.748,0.0,0.0,,,0.0,0.0,0.0,0.0
Maldini,maldini,Atalanta,atalanta,C,24,True,0.65,24.7,0,battle,6.02,0.222,0.0,0.185,0.0,0.0,,,5.489,0.0,4.574,0.0,0.0,,,0.0,0.0,0.0,0.0
Bernardeschi,bernardeschi,Bologna,bologna,C,24,True,0.65,24.7,0,battle,5.019,0.168,0.071,0.114,0.011,0.0,,,4.511,1.745,2.819,0.268,0.0,,,0.455,0.35,0.0,0.0
Folorunsho,folorunsho,Cagliari,cagliari,C,27,False,0.85,32.3,0,starter,5.257,0.056,0.076,0.096,0.01,0.0,,,1.794,2.447,3.099,0.326,0.0,,,0.0,0.0,0.0,0.0
Baturina,baturina,Como,como,C,28,True,0.65,24.7,0,battle,5.216,0.12,0.099,0.149,0.012,0.0,,,2.96,2.45,3.674,0.306,0.0,,,0.0,0.0,0.0,0.0
Frendrup,frendrup,Genoa,genoa,C,21,False,0.85,32.3,0,starter,6.0,0.057,0.0,0.143,0.0,0.029,,,1.846,0.0,4.614,0.0,0.923,,,0.0,0.0,0.0,0.0
Sucic P.,sucic p,Inter,inter,C,24,True,0.65,24.7,0,battle,6.085,0.109,0.132,0.115,0.0,0.0,,,2.697,5.338,2.839,0.0,0.0,,,0.0,0.0,2.074,0.0
Mkhitaryan,mkhitaryan,Inter,inter,C,33,True,0.65,24.7,0,battle,6.06,0.031,0.156,0.125,0.0,0.0,,,0.772,3.859,3.088,0.0,0.0,,,0.0,0.0,0.0,0.0
Tete Morente,tete morente,Lecce,lecce,C,19,True,0.65,24.7,0,battle,5.87,0.1,0.067,0.167,0.0,0.0,,,2.47,2.505,4.117,0.0,0.0,,,0.0,0.0,0.858,0.0
Lobotka,lobotka,Napoli,napoli,C,23,False,0.85,32.3,0,starter,6.05,0.0,0.032,0.097,0.0,0.0,,,0.0,1.042,3.126,0.0,0.0,,,0.0,0.0,0.0,0.0
Cristante,cristante,Roma,roma,C,23,,0.35,13.3,0,backup,6.2,0.143,0.107,0.286,0.0,0.0,,,1.9,1.425,3.8,0.0,0.0,,,0.0,0.0,0.0,0.0
El Aynaoui,el aynaoui,Roma,roma,C,26,False,0.85,28.3,1,starter,6.088,0.118,0.069,0.201,0.0,0.0,,,3.788,1.942,5.688,0.0,0.0,,,0.596,0.458,0.0,0.0
Lovric,lovric,Udinese,udinese,C,24,True,0.65,24.7,0,battle,5.96,0.057,0.057,0.143,0.0,0.0,,,1.411,1.411,3.529,0.0,0.0,,,0.0,0.0,0.0,0.0
Suslov,suslov,Verona,verona,C,14,,0.35,13.3,0,backup,5.84,0.0,0.032,0.161,0.032,0.0,,,0.377,0.429,2.145,0.429,0.0,,,0.49,0.377,0.0,0.0
Brescianini,brescianini,Atalanta,atalanta,C,23,,0.35,13.3,0,backup,6.13,0.174,0.087,0.043,0.0,0.0,,,2.313,1.157,0.578,0.0,0.0,,,0.0,0.0,0.0,0.0
Pobega,pobega,Bologna,bologna,C,22,,0.35,13.3,0,backup,6.05,0.1,0.1,0.2,0.1,0.0,,,1.33,1.33,2.66,1.33,0.0,,,0.0,0.0,0.0,0.0
Gaetano,gaetano,Cagliari,cagliari,C,12,True,0.65,24.7,0,battle,6.04,0.074,0.148,0.0,0.0,0.0,,,1.83,3.659,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Perrone,perrone,Como,como,C,19,True,0.65,24.7,0,battle,5.94,0.0,0.12,0.24,0.0,0.0,,,0.0,2.964,5.928,0.0,0.0,,,0.0,0.0,0.0,0.0
Collocolo,collocolo,Cremonese,cremonese,C,23,True,0.65,24.7,0,battle,5.286,0.086,0.067,0.143,0.007,0.001,,,2.132,1.66,3.524,0.166,0.021,,,0.0,0.0,0.0,0.0
Fagioli,fagioli,Fiorentina,fiorentina,C,24,True,0.65,24.7,0,battle,5.92,0.042,0.083,0.167,0.0,0.0,,,1.029,2.058,4.117,0.0,0.0,,,0.0,0.0,0.0,0.0
Messias,messias,Genoa,genoa,C,18,,0.35,13.3,0,backup,6.0,0.064,0.059,0.074,0.0,0.002,,,0.845,0.785,0.981,0.0,0.03,,,0.0,0.0,0.0,0.0
Malinovskyi,malinovskyi,Genoa,genoa,C,25,True,0.65,24.7,0,battle,6.33,0.037,0.125,0.165,0.0,0.006,,,1.621,3.084,4.082,0.0,0.154,,,0.91,0.7,0.0,0.0
Stanciu,stanciu,Genoa,genoa,C,25,True,0.65,24.7,0,battle,5.593,0.068,0.045,0.119,0.0,0.011,,,1.675,1.116,2.931,0.0,0.279,,,0.0,0.0,0.0,0.0
Rovella,rovella,Lazio,lazio,C,22,False,0.85,32.3,0,starter,6.11,0.0,0.091,0.394,0.0,0.0,,,0.0,2.936,12.724,0.0,0.0,,,0.0,0.0,0.0,0.0
Helgason,helgason,Lecce,lecce,C,24,True,0.65,24.7,0,battle,6.03,0.005,0.206,0.019,0.0,0.0,,,0.125,5.94,0.481,0.0,0.0,,,0.0,0.0,0.858,0.0
Loftus-Cheek,loftus-cheek,Milan,milan,C,16,True,0.65,24.7,0,battle,5.86,0.012,0.011,0.161,0.001,0.0,,,0.299,0.264,3.969,0.023,0.0,,,0.0,0.0,0.0,0.0
El Shaarawy,el shaarawy,Roma,roma,C,19,,0.35,13.3,0,backup,6.19,0.143,0.143,0.095,0.0,0.0,,,1.9,1.9,1.267,0.0,0.0,,,0.0,0.0,0.0,0.0
Baldanzi,baldanzi,Roma,roma,C,16,,0.35,13.3,0,backup,6.0,0.048,0.048,0.095,0.0,0.0,,,0.633,0.633,1.267,0.0,0.0,,,0.0,0.0,0.0,0.0
Thorstvedt,thorstvedt,Sassuolo,sassuolo,C,24,False,0.85,32.3,0,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.787,2.171,4.609,0.217,0.027,,,0.0,0.0,0.0,0.0
Valoti,valoti,Cremonese,cremonese,C,9,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Luis Henrique,luis henrique,Inter,inter,C,14,,0.35,13.3,0,backup,6.085,0.109,0.132,0.115,0.0,0.0,,,1.452,1.758,1.529,0.0,0.0,,,0.0,0.0,0.0,0.0
Coulibaly L.,coulibaly l,Lecce,lecce,C,14,False,0.85,28.3,1,starter,5.96,0.027,0.0,0.081,0.0,0.0,,,0.765,0.0,2.295,0.0,0.0,,,0.0,0.0,0.0,0.0
Gilmour,gilmour,Napoli,napoli,C,12,,0.35,13.3,0,backup,6.0,0.019,0.065,0.014,0.0,0.0,,,0.259,0.859,0.183,0.0,0.0,,,0.0,0.0,0.0,0.0
Hernani,hernani,Parma,parma,C,18,,0.35,13.3,0,backup,6.08,0.12,0.12,0.28,0.0,0.0,,,1.596,3.155,3.724,0.0,0.0,,,0.0,0.0,1.559,0.0
Pisilli,pisilli,Roma,roma,C,15,,0.35,13.3,0,backup,5.98,0.083,0.042,0.292,0.0,0.0,,,1.108,0.554,3.879,0.0,0.0,,,0.0,0.0,0.0,0.0
Ilic,ilic,Torino,torino,C,12,True,0.65,24.7,0,battle,5.91,0.068,0.007,0.231,0.001,0.0,,,1.684,1.069,5.698,0.028,0.0,,,0.0,0.0,0.901,0.0
Harroui,harroui,Verona,verona,C,14,True,0.65,24.7,0,battle,5.95,0.074,0.13,0.137,0.012,0.0,,,2.027,3.21,3.38,0.296,0.0,,,0.26,0.2,0.0,0.0
Felici,felici,Cagliari,cagliari,C,13,,0.35,13.3,0,backup,5.83,0.006,0.158,0.06,0.001,0.0,,,0.074,2.096,0.793,0.013,0.0,,,0.0,0.0,0.0,0.0
Zalewski,zalewski,Atalanta,atalanta,C,22,True,0.65,24.7,0,battle,4.738,0.132,0.053,0.101,0.005,0.0,,,3.267,1.307,2.483,0.131,0.0,,,0.0,0.0,0.0,0.0
Vecino,vecino,Lazio,lazio,C,14,True,0.65,24.7,0,battle,6.14,0.108,0.159,0.374,0.002,0.0,,,2.67,3.932,9.232,0.04,0.0,,,0.0,0.0,0.0,0.0
Maleh,maleh,Lecce,lecce,C,6,,0.35,13.3,0,backup,4.882,0.034,0.038,0.13,0.0,0.0,,,0.448,0.512,1.726,0.0,0.0,,,0.0,0.0,0.0,0.0
Pierret,pierret,Lecce,lecce,C,12,True,0.65,24.7,0,battle,5.75,0.0,0.0,0.067,0.0,0.0,,,0.0,0.0,1.647,0.0,0.0,,,0.0,0.0,0.0,0.0
Ramadani,ramadani,Lecce,lecce,C,11,True,0.65,24.7,0,battle,5.85,0.037,0.037,0.111,0.0,0.0,,,0.915,1.773,2.744,0.0,0.0,,,0.0,0.0,0.858,0.0
Musah,musah,Milan,milan,C,9,,0.35,13.3,0,backup,5.69,0.0,0.077,0.192,0.0,0.0,,,0.0,1.023,2.558,0.0,0.0,,,0.0,0.0,0.0,0.0
Keita M.,keita m,Parma,parma,C,10,False,0.85,28.3,1,starter,5.73,0.0,0.036,0.143,0.036,0.0,,,0.0,1.011,4.043,1.011,0.0,,,0.0,0.0,0.0,0.0
Piccinini G.,piccinini g,Pisa,pisa,C,9,True,0.65,24.7,0,battle,5.286,0.086,0.067,0.143,0.007,0.001,,,2.132,1.66,3.524,0.166,0.021,,,0.0,0.0,0.0,0.0
Tourè I.,toure i,Pisa,pisa,C,16,False,0.85,28.3,1,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.442,1.902,4.038,0.19,0.024,,,0.0,0.0,0.0,0.0
Tourè I.,toure i,Pisa,pisa,C,16,False,0.85,28.3,1,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.442,1.902,4.038,0.19,0.024,,,0.0,0.0,0.0,0.0
Marin M.,marin m,Pisa,pisa,C,8,True,0.65,24.7,0,battle,5.286,0.086,0.067,0.143,0.007,0.001,,,2.132,1.66,3.524,0.166,0.021,,,0.0,0.0,0.0,0.0
Boloca,boloca,Sassuolo,sassuolo,C,13,False,0.85,32.3,0,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.787,2.171,4.609,0.217,0.027,,,0.0,0.0,0.0,0.0
Konè I.,kone i,Sassuolo,sassuolo,C,14,False,0.85,32.3,0,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.787,2.171,4.609,0.217,0.027,,,0.0,0.0,0.0,0.0
Fadera,fadera,Sassuolo,sassuolo,C,13,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Karlstrom,karlstrom,Udinese,udinese,C,14,False,0.85,32.3,0,starter,5.85,0.0,0.054,0.243,0.0,0.0,,,0.0,1.746,7.857,0.0,0.0,,,0.0,0.0,0.0,0.0
Atta,atta,Udinese,udinese,C,24,False,0.85,28.3,1,starter,6.0,0.0,0.0,0.217,0.0,0.0,,,0.0,0.0,6.152,0.0,0.0,,,0.0,0.0,0.0,0.0
Piotrowski,piotrowski,Udinese,udinese,C,12,True,0.65,24.7,0,battle,5.886,0.037,0.043,0.144,0.0,0.0,,,0.925,1.057,3.566,0.0,0.0,,,0.0,0.0,0.0,0.0
Sorensen O.,sorensen o,Parma,parma,C,14,True,0.65,24.7,0,battle,5.443,0.095,0.045,0.135,0.005,0.0,,,2.346,1.112,3.335,0.124,0.0,,,0.0,0.0,0.0,0.0
Adopo,adopo,Cagliari,cagliari,C,14,False,0.85,32.3,0,starter,5.87,0.029,0.029,0.088,0.029,0.0,,,0.95,0.95,2.85,0.95,0.0,,,0.0,0.0,0.0,0.0
Deiola,deiola,Cagliari,cagliari,C,11,,0.35,13.3,0,backup,5.98,0.08,0.04,0.24,0.0,0.0,,,1.064,0.532,3.192,0.0,0.0,,,0.0,0.0,0.0,0.0
Masini,masini,Genoa,genoa,C,10,False,0.85,32.3,0,starter,6.06,0.057,0.005,0.112,0.0,0.001,,,1.834,0.146,3.613,0.0,0.036,,,0.0,0.0,0.0,0.0
Ellertsson,ellertsson,Genoa,genoa,C,13,,0.35,13.3,0,backup,5.593,0.068,0.045,0.119,0.0,0.011,,,0.902,0.601,1.578,0.0,0.15,,,0.0,0.0,0.0,0.0
Thorsby,thorsby,Genoa,genoa,C,12,,0.35,13.3,0,backup,5.78,0.0,0.037,0.185,0.0,0.037,,,0.0,0.493,2.463,0.0,0.493,,,0.0,0.0,0.0,0.0
Miretti,miretti,Juventus,juventus,C,9,,0.35,13.3,0,backup,4.965,0.092,0.082,0.15,0.005,0.0,,,1.221,1.092,1.992,0.064,0.0,,,0.0,0.0,0.0,0.0
Cataldi,cataldi,Lazio,lazio,C,7,,0.35,13.3,0,backup,4.68,0.081,0.092,0.238,0.016,0.0,,,1.078,1.222,3.163,0.216,0.0,,,0.0,0.0,0.0,0.0
Ordonez C.,ordonez c,Parma,parma,C,13,True,0.65,24.7,0,battle,5.443,0.095,0.045,0.135,0.005,0.0,,,2.346,4.007,3.335,0.124,0.0,,,0.0,0.0,2.896,0.0
Volpato,volpato,Sassuolo,sassuolo,C,13,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Tameze,tameze,Torino,torino,C,11,,0.35,13.3,0,backup,5.9,0.023,0.009,0.188,0.001,0.0,,,0.302,0.113,2.505,0.019,0.0,,,0.0,0.0,0.0,0.0
Gineitis,gineitis,Torino,torino,C,11,,0.35,13.3,0,backup,5.95,0.107,0.036,0.179,0.0,0.0,,,1.425,0.475,2.375,0.0,0.0,,,0.0,0.0,0.0,0.0
Serdar,serdar,Verona,verona,C,12,False,0.85,32.3,0,starter,5.79,0.095,0.048,0.095,0.048,0.0,,,3.076,1.538,3.076,1.538,0.0,,,0.0,0.0,0.0,0.0
Mazzitelli,mazzitelli,Cagliari,cagliari,C,11,,0.35,13.3,0,backup,5.257,0.056,0.076,0.096,0.01,0.0,,,0.739,1.008,1.276,0.134,0.0,,,0.0,0.0,0.0,0.0
Sulemana I.,sulemana i,Atalanta,atalanta,C,10,True,0.65,20.7,1,battle,6.17,0.193,0.037,0.12,0.004,0.0,,,3.987,0.767,2.492,0.077,0.0,,,0.0,0.0,0.0,0.0
Aebischer,aebischer,Pisa,pisa,C,14,False,0.85,32.3,0,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.787,2.171,4.609,0.217,0.027,,,0.0,0.0,0.0,0.0
Sergi Roberto,sergi roberto,Como,como,C,8,,0.35,13.3,0,backup,5.216,0.12,0.099,0.149,0.012,0.0,,,1.594,1.319,1.979,0.165,0.0,,,0.0,0.0,0.0,0.0
Grassi,grassi,Cremonese,cremonese,C,9,False,0.85,32.3,0,starter,5.286,0.086,0.067,0.143,0.007,0.001,,,2.787,2.171,4.609,0.217,0.027,,,0.0,0.0,0.0,0.0
Richardson,richardson,Fiorentina,fiorentina,C,8,,0.35,13.3,0,backup,5.78,0.04,0.04,0.2,0.0,0.0,,,0.532,0.532,2.66,0.0,0.0,,,0.0,0.0,0.0,0.0
Asllani,asllani,Inter,inter,C,9,,0.35,13.3,0,backup,6.16,0.122,0.126,0.173,0.0,0.0,,,1.62,2.798,2.301,0.0,0.0,,,0.0,0.0,1.116,0.0
Zielinski,zielinski,Inter,inter,C,12,,0.35,13.3,0,backup,5.98,0.1,0.05,0.0,0.0,0.0,,,1.815,0.665,0.0,0.0,0.0,,,0.63,0.485,0.0,0.0
Kostic,kostic,Juventus,juventus,C,7,,0.35,13.3,0,backup,0.0,0.092,0.082,0.15,0.005,0.0,,,1.221,1.092,1.992,0.064,0.0,,,0.0,0.0,0.0,0.0
Belahyane,belahyane,Lazio,lazio,C,5,,0.35,9.3,1,backup,5.77,0.0,0.077,0.154,0.077,0.0,,,0.0,0.715,1.431,0.715,0.0,,,0.0,0.0,0.0,0.0
Chukwueze,chukwueze,Milan,milan,C,11,,0.35,9.3,1,backup,6.09,0.174,0.121,0.021,0.002,0.0,,,1.62,1.129,0.199,0.017,0.0,,,0.0,0.0,0.0,0.0
Ghion,ghion,Sassuolo,sassuolo,C,11,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Lipani,lipani,Sassuolo,sassuolo,C,7,,0.35,13.3,0,backup,5.286,0.086,0.067,0.143,0.007,0.001,,,1.148,0.894,1.898,0.09,0.011,,,0.0,0.0,0.0,0.0
Payero,payero,Udinese,udinese,C,10,,0.35,13.3,0,backup,5.9,0.04,0.04,0.2,0.0,0.0,,,0.532,0.532,2.66,0.0,0.0,,,0.0,0.0,0.0,0.0
